,Число вершин,Число рёбер,Диаметр,Радиус,Число компонент связности,Цикломатическое число,Максимальная степень вершины,Минимальная степень вершины,Среднее значение степеней вершин,Медиана значений степеней вершин,Мода значений степеней вершин,Хроматическое число,Планарность,Число граней,Среднее значение числа рёбер в грани,Медианное значение числа рёбер в грани,Максимальное значение числа рёбер в грани,Минимальное значение числа рёбер в грани
83404,13.0,11.0,2.0,2.0,4.0,2.0,4.0,0.0,1.6923076923076923,2.0,1.0,3.0,True,3.0,7.333333333333333,4.0,14.0,4.0
83405,73.0,66.0,2.0,2.0,13.0,6.0,6.0,0.0,1.8082191780821917,2.0,2.0,3.0,True,7.0,18.857142857142858,12.0,76.0,3.0
83407,13.0,11.0,2.0,2.0,3.0,1.0,3.0,1.0,1.6923076923076923,2.0,1.0,3.0,True,2.0,11.0,11.0,16.0,6.0
83409,17.0,14.0,2.0,2.0,4.0,1.0,6.0,0.0,1.6470588235294117,1.0,1.0,3.0,True,2.0,14.0,14.0,24.0,4.0
83411,88.0,13.0,2.0,2.0,75.0,0.0,2.0,0.0,0.29545454545454547,0.0,0.0,2.0,True,1.0,26.0,26.0,26.0,26.0
83412,91.0,58.0,2.0,2.0,34.0,1.0,5.0,0.0,1.2747252747252746,1.0,1.0,3.0,True,2.0,58.0,58.0,109.0,7.0
83413,12.0,20.0,5.0,3.0,1.0,9.0,5.0,1.0,3.3333333333333335,4.0,4.0,4.0,True,10.0,4.0,3.0,10.0,3.0
83415,62.0,40.0,2.0,2.0,24.0,2.0,4.0,0.0,1.2903225806451613,1.0,1.0,3.0,True,3.0,26.666666666666668,7.0,70.0,3.0
83417,21.0,14.0,2.0,2.0,7.0,0.0,2.0,0.0,1.3333333333333333,2.0,2.0,3.0,True,1.0,28.0,28.0,28.0,28.0
83418,7.0,7.0,2.0,2.0,3.0,3.0,4.0,0.0,2.0,2.0,0.0,3.0,True,4.0,3.5,3.0,5.0,3.0
83421,12.0,17.0,4.0,2.0,1.0,6.0,6.0,1.0,2.8333333333333335,3.0,3.0,4.0,True,7.0,4.857142857142857,3.0,13.0,3.0
83423,26.0,16.0,2.0,2.0,12.0,2.0,4.0,0.0,1.2307692307692308,1.0,1.0,3.0,True,3.0,10.666666666666666,6.0,21.0,5.0
83428,28.0,23.0,2.0,2.0,9.0,4.0,4.0,0.0,1.6428571428571428,2.0,0.0,3.0,True,5.0,9.2,8.0,21.0,3.0
83429,13.0,20.0,2.0,2.0,2.0,9.0,5.0,0.0,3.076923076923077,3.0,3.0,4.0,True,10.0,4.0,3.5,7.0,2.0
83430,58.0,50.0,2.0,2.0,15.0,7.0,6.0,0.0,1.7241379310344827,2.0,1.0,5.0,True,8.0,12.5,5.5,66.0,3.0
83432,38.0,37.0,2.0,2.0,10.0,9.0,5.0,0.0,1.9473684210526316,2.0,0.0,4.0,True,10.0,7.4,7.5,12.0,3.0
83434,10.0,15.0,4.0,2.0,1.0,6.0,5.0,1.0,3.0,3.0,3.0,4.0,True,7.0,4.285714285714286,4.0,9.0,3.0
83435,32.0,16.0,2.0,2.0,16.0,0.0,3.0,0.0,1.0,1.0,0.0,3.0,True,1.0,32.0,32.0,32.0,32.0
83439,7.0,10.0,3.0,2.0,1.0,4.0,5.0,1.0,2.857142857142857,2.0,2.0,4.0,True,5.0,4.0,3.0,8.0,3.0
83440,27.0,20.0,2.0,2.0,9.0,2.0,5.0,0.0,1.4814814814814814,1.0,1.0,3.0,True,3.0,13.333333333333334,5.0,32.0,3.0
83441,27.0,30.0,2.0,2.0,4.0,7.0,6.0,0.0,2.2222222222222223,2.0,3.0,3.0,True,8.0,7.5,4.0,29.0,3.0
83443,18.0,23.0,2.0,2.0,2.0,7.0,5.0,0.0,2.5555555555555554,2.0,1.0,4.0,True,8.0,5.75,4.5,17.0,3.0
83444,26.0,26.0,2.0,2.0,4.0,4.0,4.0,0.0,2.0,2.0,2.0,3.0,True,5.0,10.4,6.0,32.0,3.0
83447,11.0,14.0,2.0,2.0,2.0,5.0,5.0,0.0,2.5454545454545454,2.0,2.0,4.0,True,6.0,4.666666666666667,4.0,8.0,3.0
83449,17.0,17.0,2.0,2.0,3.0,3.0,4.0,0.0,2.0,2.0,2.0,3.0,True,4.0,8.5,5.5,19.0,4.0
83452,20.0,15.0,2.0,2.0,6.0,1.0,3.0,0.0,1.5,2.0,2.0,3.0,True,2.0,15.0,15.0,21.0,9.0
83454,96.0,51.0,2.0,2.0,45.0,0.0,4.0,0.0,1.0625,1.0,1.0,3.0,True,1.0,102.0,102.0,102.0,102.0
83455,17.0,16.0,2.0,2.0,3.0,2.0,5.0,0.0,1.8823529411764706,2.0,1.0,3.0,True,3.0,10.666666666666666,6.0,21.0,5.0
83457,12.0,20.0,3.0,2.0,1.0,9.0,7.0,1.0,3.3333333333333335,3.0,3.0,4.0,True,10.0,4.0,3.5,7.0,3.0
83458,49.0,29.0,2.0,2.0,21.0,1.0,4.0,0.0,1.183673469387755,1.0,1.0,2.0,True,2.0,29.0,29.0,54.0,4.0
83459,64.0,25.0,2.0,2.0,39.0,0.0,4.0,0.0,0.78125,1.0,0.0,3.0,True,1.0,50.0,50.0,50.0,50.0
83461,25.0,26.0,2.0,2.0,2.0,3.0,5.0,1.0,2.08,2.0,1.0,3.0,True,4.0,13.0,4.0,40.0,4.0
83462,18.0,18.0,2.0,2.0,4.0,4.0,4.0,0.0,2.0,2.0,1.0,4.0,True,5.0,7.2,3.0,24.0,3.0
83463,54.0,26.0,2.0,2.0,28.0,0.0,3.0,0.0,0.9629629629629629,1.0,0.0,3.0,True,1.0,52.0,52.0,52.0,52.0
83464,23.0,16.0,2.0,2.0,8.0,1.0,4.0,0.0,1.391304347826087,1.0,0.0,3.0,True,2.0,16.0,16.0,27.0,5.0
83465,43.0,33.0,2.0,2.0,11.0,1.0,6.0,0.0,1.5348837209302326,1.0,1.0,3.0,True,2.0,33.0,33.0,61.0,5.0
83466,44.0,35.0,2.0,2.0,11.0,2.0,6.0,0.0,1.5909090909090908,1.0,1.0,3.0,True,3.0,23.333333333333332,7.0,59.0,4.0
83470,10.0,9.0,2.0,2.0,2.0,1.0,4.0,1.0,1.8,2.0,1.0,3.0,True,2.0,9.0,9.0,15.0,3.0
83474,21.0,14.0,2.0,2.0,9.0,2.0,4.0,0.0,1.3333333333333333,1.0,1.0,3.0,True,3.0,9.333333333333334,5.0,19.0,4.0
83477,23.0,22.0,2.0,2.0,4.0,3.0,5.0,0.0,1.9130434782608696,2.0,2.0,3.0,True,4.0,11.0,9.5,22.0,3.0
83479,86.0,57.0,2.0,2.0,33.0,4.0,5.0,0.0,1.3255813953488371,1.0,1.0,4.0,True,5.0,22.8,8.0,89.0,4.0
83486,59.0,58.0,2.0,2.0,11.0,10.0,7.0,0.0,1.9661016949152543,2.0,1.0,4.0,True,11.0,10.545454545454545,8.0,37.0,3.0
83487,23.0,31.0,2.0,2.0,2.0,10.0,7.0,0.0,2.6956521739130435,3.0,3.0,4.0,True,11.0,5.636363636363637,6.0,8.0,3.0
83488,88.0,62.0,2.0,2.0,30.0,4.0,5.0,0.0,1.4090909090909092,1.0,1.0,4.0,True,5.0,24.8,8.0,91.0,3.0
83492,64.0,18.0,2.0,2.0,46.0,0.0,3.0,0.0,0.5625,0.0,0.0,3.0,True,1.0,36.0,36.0,36.0,36.0
83493,60.0,14.0,2.0,2.0,46.0,0.0,3.0,0.0,0.4666666666666667,0.0,0.0,3.0,True,1.0,28.0,28.0,28.0,28.0
83494,77.0,47.0,2.0,2.0,30.0,0.0,4.0,0.0,1.2207792207792207,1.0,1.0,3.0,True,1.0,94.0,94.0,94.0,94.0
83496,54.0,39.0,2.0,2.0,18.0,3.0,5.0,0.0,1.4444444444444444,1.0,1.0,3.0,True,4.0,19.5,12.0,46.0,8.0
83498,56.0,40.0,2.0,2.0,16.0,0.0,5.0,0.0,1.4285714285714286,1.0,1.0,3.0,True,1.0,80.0,80.0,80.0,80.0
83499,30.0,38.0,7.0,4.0,1.0,9.0,5.0,1.0,2.533333333333333,2.0,2.0,3.0,True,10.0,7.6,5.0,30.0,3.0
83501,36.0,27.0,2.0,2.0,11.0,2.0,6.0,0.0,1.5,1.0,1.0,3.0,True,3.0,18.0,6.0,44.0,4.0
83503,97.0,49.0,2.0,2.0,49.0,1.0,4.0,0.0,1.0103092783505154,1.0,1.0,3.0,True,2.0,49.0,49.0,94.0,4.0
83508,17.0,25.0,2.0,2.0,3.0,11.0,5.0,0.0,2.9411764705882355,3.0,3.0,4.0,True,12.0,4.166666666666667,3.0,10.0,3.0
83509,22.0,20.0,2.0,2.0,7.0,5.0,5.0,0.0,1.8181818181818181,2.0,2.0,4.0,True,6.0,6.666666666666667,4.0,19.0,3.0
83512,79.0,22.0,2.0,2.0,57.0,0.0,3.0,0.0,0.5569620253164557,0.0,0.0,2.0,True,1.0,44.0,44.0,44.0,44.0
83514,11.0,18.0,4.0,2.0,1.0,8.0,6.0,2.0,3.272727272727273,3.0,2.0,4.0,True,9.0,4.0,4.0,7.0,3.0
83516,54.0,34.0,2.0,2.0,20.0,0.0,4.0,0.0,1.2592592592592593,1.0,1.0,3.0,True,1.0,68.0,68.0,68.0,68.0
83519,98.0,43.0,2.0,2.0,56.0,1.0,5.0,0.0,0.8775510204081632,1.0,0.0,3.0,True,2.0,43.0,43.0,82.0,4.0
83520,22.0,20.0,2.0,2.0,3.0,1.0,5.0,0.0,1.8181818181818181,2.0,2.0,3.0,True,2.0,20.0,20.0,36.0,4.0
83524,64.0,55.0,2.0,2.0,16.0,7.0,5.0,0.0,1.71875,2.0,2.0,3.0,True,8.0,13.75,8.0,64.0,3.0
83525,79.0,27.0,2.0,2.0,52.0,0.0,3.0,0.0,0.6835443037974683,1.0,1.0,3.0,True,1.0,54.0,54.0,54.0,54.0
83528,53.0,21.0,2.0,2.0,32.0,0.0,3.0,0.0,0.7924528301886793,1.0,0.0,3.0,True,1.0,42.0,42.0,42.0,42.0
83530,19.0,27.0,7.0,4.0,1.0,9.0,7.0,1.0,2.8421052631578947,3.0,1.0,4.0,True,10.0,5.4,3.0,24.0,3.0
83535,23.0,33.0,7.0,4.0,1.0,11.0,8.0,1.0,2.869565217391304,3.0,1.0,3.0,True,12.0,5.5,4.0,25.0,3.0
83537,9.0,15.0,3.0,2.0,1.0,7.0,6.0,2.0,3.3333333333333335,3.0,3.0,3.0,True,8.0,3.75,3.0,6.0,3.0
83538,56.0,23.0,2.0,2.0,33.0,0.0,3.0,0.0,0.8214285714285714,1.0,1.0,3.0,True,1.0,46.0,46.0,46.0,46.0
83539,13.0,5.0,2.0,2.0,8.0,0.0,3.0,0.0,0.7692307692307693,0.0,0.0,3.0,True,1.0,10.0,10.0,10.0,10.0
83540,7.0,8.0,4.0,2.0,1.0,2.0,3.0,1.0,2.2857142857142856,2.0,2.0,3.0,True,3.0,5.333333333333333,5.0,8.0,3.0
83542,31.0,32.0,2.0,2.0,3.0,4.0,4.0,0.0,2.064516129032258,2.0,2.0,3.0,True,5.0,12.8,10.0,32.0,3.0
83543,48.0,49.0,2.0,2.0,7.0,8.0,5.0,0.0,2.0416666666666665,2.0,2.0,4.0,True,9.0,10.88888888888889,7.0,44.0,3.0
83545,55.0,35.0,2.0,2.0,21.0,1.0,5.0,0.0,1.2727272727272727,1.0,1.0,3.0,True,2.0,35.0,35.0,63.0,7.0
83549,9.0,14.0,2.0,2.0,2.0,7.0,6.0,0.0,3.111111111111111,3.0,3.0,4.0,True,8.0,3.5,3.0,6.0,3.0
83550,14.0,12.0,2.0,2.0,3.0,1.0,3.0,1.0,1.7142857142857142,2.0,1.0,3.0,True,2.0,12.0,12.0,19.0,5.0
83553,45.0,38.0,2.0,2.0,13.0,6.0,6.0,0.0,1.6888888888888889,2.0,2.0,3.0,True,7.0,10.857142857142858,7.0,31.0,4.0
83555,16.0,12.0,2.0,2.0,5.0,1.0,3.0,0.0,1.5,1.0,1.0,3.0,True,2.0,12.0,12.0,19.0,5.0
83564,88.0,31.0,2.0,2.0,57.0,0.0,4.0,0.0,0.7045454545454546,0.0,0.0,2.0,True,1.0,62.0,62.0,62.0,62.0
83565,17.0,21.0,2.0,2.0,2.0,6.0,6.0,1.0,2.4705882352941178,2.0,1.0,4.0,True,7.0,6.0,5.0,16.0,3.0
83566,7.0,11.0,2.0,2.0,1.0,5.0,5.0,2.0,3.142857142857143,3.0,2.0,3.0,True,6.0,3.6666666666666665,4.0,4.0,3.0
83567,21.0,16.0,2.0,2.0,7.0,2.0,3.0,0.0,1.5238095238095237,2.0,2.0,3.0,True,3.0,10.666666666666666,6.0,21.0,5.0
83568,40.0,30.0,2.0,2.0,14.0,4.0,5.0,0.0,1.5,1.0,1.0,3.0,True,5.0,12.0,4.0,45.0,3.0
83569,50.0,13.0,2.0,2.0,37.0,0.0,2.0,0.0,0.52,0.0,0.0,2.0,True,1.0,26.0,26.0,26.0,26.0
83570,97.0,29.0,2.0,2.0,68.0,0.0,4.0,0.0,0.5979381443298969,0.0,0.0,3.0,True,1.0,58.0,58.0,58.0,58.0
83572,74.0,20.0,2.0,2.0,54.0,0.0,3.0,0.0,0.5405405405405406,0.0,0.0,2.0,True,1.0,40.0,40.0,40.0,40.0
83573,12.0,14.0,2.0,2.0,3.0,5.0,6.0,0.0,2.3333333333333335,2.0,2.0,3.0,True,6.0,4.666666666666667,3.5,11.0,3.0
83574,14.0,9.0,2.0,2.0,6.0,1.0,3.0,0.0,1.2857142857142858,1.0,0.0,3.0,True,2.0,9.0,9.0,13.0,5.0
83575,10.0,11.0,2.0,2.0,2.0,3.0,4.0,0.0,2.2,3.0,3.0,3.0,True,4.0,5.5,4.5,10.0,3.0
83578,80.0,56.0,2.0,2.0,27.0,3.0,4.0,0.0,1.4,1.0,1.0,3.0,True,4.0,28.0,8.0,93.0,3.0
83581,83.0,76.0,2.0,2.0,17.0,10.0,7.0,0.0,1.8313253012048192,2.0,1.0,3.0,True,11.0,13.818181818181818,5.0,97.0,3.0
83583,30.0,26.0,2.0,2.0,5.0,1.0,5.0,0.0,1.7333333333333334,1.0,1.0,3.0,True,2.0,26.0,26.0,48.0,4.0
83584,12.0,15.0,2.0,2.0,4.0,7.0,6.0,0.0,2.5,3.0,0.0,4.0,True,8.0,3.75,4.0,5.0,3.0
83587,19.0,11.0,2.0,2.0,8.0,0.0,3.0,0.0,1.1578947368421053,1.0,2.0,3.0,True,1.0,22.0,22.0,22.0,22.0
83589,57.0,33.0,2.0,2.0,26.0,2.0,4.0,0.0,1.1578947368421053,1.0,0.0,4.0,True,3.0,22.0,7.0,56.0,3.0
83590,72.0,47.0,2.0,2.0,26.0,1.0,4.0,0.0,1.3055555555555556,1.0,1.0,3.0,True,2.0,47.0,47.0,89.0,5.0
83593,17.0,15.0,2.0,2.0,4.0,2.0,4.0,0.0,1.7647058823529411,2.0,1.0,3.0,True,3.0,10.0,7.0,18.0,5.0
83600,66.0,17.0,2.0,2.0,49.0,0.0,2.0,0.0,0.5151515151515151,0.0,0.0,2.0,True,1.0,34.0,34.0,34.0,34.0
83604,14.0,16.0,2.0,2.0,2.0,4.0,4.0,0.0,2.2857142857142856,3.0,1.0,3.0,True,5.0,6.4,3.0,19.0,3.0
83605,37.0,20.0,2.0,2.0,18.0,1.0,3.0,0.0,1.0810810810810811,1.0,1.0,3.0,True,2.0,20.0,20.0,37.0,3.0
83609,18.0,26.0,5.0,3.0,1.0,9.0,4.0,1.0,2.888888888888889,3.0,4.0,4.0,True,10.0,5.2,5.0,9.0,3.0
83611,94.0,64.0,2.0,2.0,35.0,5.0,5.0,0.0,1.3617021276595744,1.0,1.0,3.0,True,6.0,21.333333333333332,5.5,101.0,4.0
83612,80.0,36.0,2.0,2.0,45.0,1.0,4.0,0.0,0.9,1.0,0.0,3.0,True,2.0,36.0,36.0,69.0,3.0
83616,48.0,29.0,2.0,2.0,19.0,0.0,4.0,0.0,1.2083333333333333,1.0,1.0,3.0,True,1.0,58.0,58.0,58.0,58.0
83618,15.0,21.0,2.0,2.0,2.0,8.0,5.0,0.0,2.8,3.0,2.0,3.0,True,9.0,4.666666666666667,4.0,9.0,3.0
83619,16.0,21.0,2.0,2.0,3.0,8.0,6.0,0.0,2.625,3.0,3.0,4.0,True,9.0,4.666666666666667,3.0,14.0,3.0
83621,99.0,50.0,2.0,2.0,50.0,1.0,3.0,0.0,1.0101010101010102,1.0,1.0,3.0,True,2.0,50.0,50.0,94.0,6.0
83622,66.0,53.0,2.0,2.0,19.0,6.0,5.0,0.0,1.606060606060606,2.0,1.0,3.0,True,7.0,15.142857142857142,8.0,60.0,3.0
83627,94.0,43.0,2.0,2.0,52.0,1.0,6.0,0.0,0.9148936170212766,1.0,0.0,3.0,True,2.0,43.0,43.0,83.0,3.0
83628,61.0,55.0,2.0,2.0,14.0,8.0,6.0,0.0,1.8032786885245902,2.0,1.0,4.0,True,9.0,12.222222222222221,4.0,67.0,3.0
83630,33.0,15.0,2.0,2.0,18.0,0.0,3.0,0.0,0.9090909090909091,1.0,1.0,2.0,True,1.0,30.0,30.0,30.0,30.0
83635,23.0,27.0,2.0,2.0,3.0,7.0,6.0,0.0,2.347826086956522,2.0,3.0,3.0,True,8.0,6.75,5.0,21.0,4.0
83636,11.0,16.0,5.0,3.0,1.0,6.0,5.0,1.0,2.909090909090909,3.0,3.0,4.0,True,7.0,4.571428571428571,3.0,10.0,3.0
83637,23.0,14.0,2.0,2.0,11.0,2.0,3.0,0.0,1.2173913043478262,1.0,0.0,3.0,True,3.0,9.333333333333334,5.0,18.0,5.0
83638,22.0,22.0,2.0,2.0,3.0,3.0,4.0,0.0,2.0,2.0,2.0,3.0,True,4.0,11.0,7.0,27.0,3.0
83639,23.0,15.0,2.0,2.0,10.0,2.0,4.0,0.0,1.3043478260869565,1.0,2.0,3.0,True,3.0,10.0,4.0,23.0,3.0
83640,17.0,12.0,2.0,2.0,6.0,1.0,4.0,0.0,1.411764705882353,1.0,2.0,3.0,True,2.0,12.0,12.0,20.0,4.0
83641,97.0,25.0,2.0,2.0,72.0,0.0,3.0,0.0,0.5154639175257731,0.0,0.0,2.0,True,1.0,50.0,50.0,50.0,50.0
83643,7.0,11.0,2.0,2.0,1.0,5.0,4.0,2.0,3.142857142857143,3.0,3.0,3.0,True,6.0,3.6666666666666665,4.0,4.0,3.0
83644,32.0,36.0,2.0,2.0,6.0,10.0,5.0,0.0,2.25,2.0,1.0,4.0,True,11.0,6.545454545454546,5.0,22.0,3.0
83645,85.0,47.0,2.0,2.0,38.0,0.0,4.0,0.0,1.1058823529411765,1.0,1.0,3.0,True,1.0,94.0,94.0,94.0,94.0
83648,53.0,38.0,2.0,2.0,18.0,3.0,4.0,0.0,1.4339622641509433,1.0,1.0,3.0,True,4.0,19.0,5.5,62.0,3.0
83652,82.0,19.0,2.0,2.0,63.0,0.0,3.0,0.0,0.4634146341463415,0.0,0.0,3.0,True,1.0,38.0,38.0,38.0,38.0
83653,11.0,9.0,2.0,2.0,4.0,2.0,4.0,0.0,1.6363636363636365,2.0,2.0,3.0,True,3.0,6.0,5.0,10.0,3.0
83654,74.0,65.0,2.0,2.0,15.0,6.0,4.0,0.0,1.7567567567567568,2.0,2.0,3.0,True,7.0,18.571428571428573,6.0,87.0,3.0
83655,12.0,10.0,2.0,2.0,4.0,2.0,3.0,0.0,1.6666666666666667,2.0,1.0,3.0,True,3.0,6.666666666666667,4.0,13.0,3.0
83656,73.0,40.0,2.0,2.0,33.0,0.0,5.0,0.0,1.095890410958904,1.0,1.0,3.0,True,1.0,80.0,80.0,80.0,80.0
83659,8.0,14.0,3.0,2.0,1.0,7.0,6.0,2.0,3.5,4.0,4.0,3.0,True,8.0,3.5,3.0,7.0,3.0
83661,86.0,15.0,2.0,2.0,71.0,0.0,3.0,0.0,0.3488372093023256,0.0,0.0,3.0,True,1.0,30.0,30.0,30.0,30.0
83663,8.0,12.0,4.0,2.0,1.0,5.0,5.0,1.0,3.0,4.0,4.0,4.0,True,6.0,4.0,3.0,9.0,3.0
83664,24.0,19.0,2.0,2.0,7.0,2.0,3.0,0.0,1.5833333333333333,2.0,2.0,3.0,True,3.0,12.666666666666666,4.0,31.0,3.0
83669,34.0,23.0,2.0,2.0,12.0,1.0,4.0,0.0,1.3529411764705883,1.0,1.0,3.0,True,2.0,23.0,23.0,43.0,3.0
83670,17.0,12.0,2.0,2.0,6.0,1.0,4.0,0.0,1.411764705882353,1.0,2.0,3.0,True,2.0,12.0,12.0,19.0,5.0
83671,74.0,45.0,2.0,2.0,30.0,1.0,5.0,0.0,1.2162162162162162,1.0,0.0,3.0,True,2.0,45.0,45.0,86.0,4.0
83673,20.0,17.0,2.0,2.0,4.0,1.0,3.0,0.0,1.7,2.0,1.0,3.0,True,2.0,17.0,17.0,30.0,4.0
83676,11.0,15.0,5.0,3.0,1.0,5.0,4.0,1.0,2.727272727272727,3.0,4.0,4.0,True,6.0,5.0,4.0,10.0,3.0
83678,37.0,20.0,2.0,2.0,17.0,0.0,4.0,0.0,1.0810810810810811,1.0,0.0,3.0,True,1.0,40.0,40.0,40.0,40.0
83679,89.0,90.0,2.0,2.0,8.0,9.0,6.0,0.0,2.0224719101123596,2.0,2.0,4.0,True,10.0,18.0,11.5,88.0,3.0
83680,12.0,17.0,4.0,3.0,1.0,6.0,4.0,1.0,2.8333333333333335,3.0,2.0,3.0,True,7.0,4.857142857142857,5.0,6.0,3.0
83681,8.0,16.0,2.0,2.0,1.0,9.0,6.0,3.0,4.0,4.0,4.0,4.0,True,10.0,3.2,3.0,4.0,2.0
83684,85.0,56.0,2.0,2.0,32.0,3.0,5.0,0.0,1.3176470588235294,1.0,1.0,4.0,True,4.0,28.0,6.5,96.0,3.0
83685,58.0,55.0,2.0,2.0,12.0,9.0,6.0,0.0,1.896551724137931,2.0,1.0,4.0,True,10.0,11.0,5.5,49.0,3.0
83688,45.0,41.0,2.0,2.0,9.0,5.0,5.0,0.0,1.8222222222222222,2.0,1.0,3.0,True,6.0,13.666666666666666,8.0,47.0,3.0
83690,16.0,18.0,2.0,2.0,2.0,4.0,4.0,0.0,2.25,3.0,3.0,3.0,True,5.0,7.2,7.0,13.0,3.0
83694,9.0,13.0,4.0,2.0,1.0,5.0,5.0,1.0,2.888888888888889,3.0,3.0,4.0,True,6.0,4.333333333333333,3.5,9.0,3.0
83696,31.0,23.0,2.0,2.0,9.0,1.0,5.0,0.0,1.4838709677419355,1.0,1.0,3.0,True,2.0,23.0,23.0,43.0,3.0
83702,8.0,14.0,3.0,2.0,1.0,7.0,5.0,2.0,3.5,4.0,2.0,5.0,True,8.0,3.5,3.0,5.0,3.0
83704,58.0,21.0,2.0,2.0,37.0,0.0,3.0,0.0,0.7241379310344828,1.0,0.0,2.0,True,1.0,42.0,42.0,42.0,42.0
83715,22.0,17.0,2.0,2.0,7.0,2.0,4.0,0.0,1.5454545454545454,2.0,2.0,3.0,True,3.0,11.333333333333334,8.0,20.0,6.0
83717,14.0,10.0,2.0,2.0,5.0,1.0,4.0,0.0,1.4285714285714286,1.0,0.0,3.0,True,2.0,10.0,10.0,15.0,5.0
83718,13.0,12.0,2.0,2.0,3.0,2.0,3.0,0.0,1.8461538461538463,2.0,2.0,3.0,True,3.0,8.0,6.0,12.0,6.0
83719,89.0,27.0,2.0,2.0,62.0,0.0,3.0,0.0,0.6067415730337079,0.0,0.0,2.0,True,1.0,54.0,54.0,54.0,54.0
83720,10.0,6.0,2.0,2.0,5.0,1.0,4.0,0.0,1.2,1.0,0.0,2.0,True,2.0,6.0,6.0,8.0,4.0
83724,25.0,18.0,2.0,2.0,7.0,0.0,3.0,0.0,1.44,2.0,2.0,3.0,True,1.0,36.0,36.0,36.0,36.0
83726,46.0,11.0,2.0,2.0,35.0,0.0,3.0,0.0,0.4782608695652174,0.0,0.0,2.0,True,1.0,22.0,22.0,22.0,22.0
83727,28.0,28.0,2.0,2.0,5.0,5.0,7.0,0.0,2.0,2.0,2.0,4.0,True,6.0,9.333333333333334,4.5,35.0,3.0
83729,16.0,20.0,5.0,3.0,1.0,5.0,5.0,1.0,2.5,2.0,2.0,3.0,True,6.0,6.666666666666667,5.5,13.0,3.0
83730,13.0,15.0,2.0,2.0,2.0,4.0,4.0,0.0,2.3076923076923075,3.0,3.0,3.0,True,5.0,6.0,5.0,13.0,3.0
83731,13.0,17.0,2.0,2.0,2.0,6.0,5.0,0.0,2.6153846153846154,2.0,2.0,4.0,True,7.0,4.857142857142857,4.0,7.0,3.0
83733,45.0,20.0,2.0,2.0,25.0,0.0,3.0,0.0,0.8888888888888888,1.0,0.0,3.0,True,1.0,40.0,40.0,40.0,40.0
83735,9.0,14.0,3.0,2.0,1.0,6.0,5.0,2.0,3.111111111111111,3.0,2.0,4.0,True,7.0,4.0,4.0,7.0,3.0
83740,18.0,20.0,10.0,5.0,1.0,3.0,4.0,1.0,2.2222222222222223,2.0,2.0,3.0,True,4.0,10.0,5.0,26.0,4.0
83741,36.0,37.0,2.0,2.0,6.0,7.0,4.0,0.0,2.0555555555555554,2.0,2.0,3.0,True,8.0,9.25,6.0,31.0,3.0
83742,23.0,8.0,2.0,2.0,15.0,0.0,3.0,0.0,0.6956521739130435,1.0,0.0,2.0,True,1.0,16.0,16.0,16.0,16.0
83743,90.0,37.0,2.0,2.0,53.0,0.0,3.0,0.0,0.8222222222222222,1.0,1.0,3.0,True,1.0,74.0,74.0,74.0,74.0
83744,27.0,17.0,2.0,2.0,11.0,1.0,3.0,0.0,1.2592592592592593,2.0,2.0,3.0,True,2.0,17.0,17.0,31.0,3.0
83748,14.0,13.0,2.0,2.0,2.0,1.0,4.0,0.0,1.8571428571428572,2.0,1.0,3.0,True,2.0,13.0,13.0,23.0,3.0
83749,83.0,59.0,2.0,2.0,25.0,1.0,5.0,0.0,1.4216867469879517,1.0,1.0,3.0,True,2.0,59.0,59.0,115.0,3.0
83753,55.0,20.0,2.0,2.0,35.0,0.0,3.0,0.0,0.7272727272727273,0.0,0.0,2.0,True,1.0,40.0,40.0,40.0,40.0
83756,34.0,28.0,2.0,2.0,7.0,1.0,4.0,0.0,1.6470588235294117,2.0,1.0,3.0,True,2.0,28.0,28.0,50.0,6.0
83759,61.0,38.0,2.0,2.0,25.0,2.0,4.0,0.0,1.2459016393442623,1.0,0.0,3.0,True,3.0,25.333333333333332,7.0,65.0,4.0
83761,7.0,9.0,4.0,2.0,1.0,3.0,3.0,1.0,2.5714285714285716,3.0,3.0,4.0,True,4.0,4.5,3.5,8.0,3.0
83763,11.0,17.0,4.0,3.0,1.0,7.0,5.0,1.0,3.090909090909091,3.0,4.0,4.0,True,8.0,4.25,4.0,6.0,3.0
83764,15.0,19.0,2.0,2.0,2.0,6.0,6.0,0.0,2.533333333333333,2.0,2.0,3.0,True,7.0,5.428571428571429,6.0,7.0,3.0
83767,8.0,15.0,3.0,2.0,1.0,8.0,6.0,2.0,3.75,4.0,3.0,5.0,True,9.0,3.3333333333333335,3.0,5.0,3.0
83769,86.0,29.0,2.0,2.0,57.0,0.0,3.0,0.0,0.6744186046511628,1.0,0.0,3.0,True,1.0,58.0,58.0,58.0,58.0
83771,82.0,13.0,2.0,2.0,69.0,0.0,2.0,0.0,0.3170731707317073,0.0,0.0,2.0,True,1.0,26.0,26.0,26.0,26.0
83772,17.0,23.0,2.0,2.0,2.0,8.0,5.0,0.0,2.7058823529411766,3.0,3.0,4.0,True,9.0,5.111111111111111,5.0,12.0,3.0
83773,31.0,29.0,2.0,2.0,5.0,3.0,6.0,0.0,1.8709677419354838,2.0,2.0,3.0,True,4.0,14.5,10.0,34.0,4.0
83775,36.0,37.0,2.0,2.0,4.0,5.0,4.0,1.0,2.0555555555555554,2.0,2.0,3.0,True,6.0,12.333333333333334,9.5,32.0,6.0
